payment_id,order_id,payment_datetime,amount,status,method
P100408-1,100408,2024-01-08 16:51:00,9.86,authorized,PayPal
P100409-1,100409,2024-01-08 18:27:00,138.2,refunded,Card
P100410-1,100410,2024-01-07 16:20:00,52.36,authorized,PayPal
P100411-1,100411,2024-01-08 17:00:00,40.11,captured,PayPal
P100412-1,100412,2024-01-07 15:46:00,68.37,captured,Cash
P100412-2,100412,2024-01-07 14:46:00,36.51,failed,Cash
P100413-1,100413,2024-01-09 02:52:00,47.51,failed,Cash
P100414-1,100414,2024-01-09 18:47:00,74.84,refunded,Cash
P100415-1,100415,2024-01-08 23:45:00,148.53,captured,PayPal
P100416-1,100416,2024-01-11 02:30:00,150.48,refunded,PayPal
P100417-1,100417,2024-01-08 03:17:00,60.64,refunded,PayPal
P100418-1,100418,2024-01-11 01:26:00,14.28,failed,Wire
P100419-1,100419,2024-01-11 09:42:00,56.04,captured,Card
P100420-1,100420,2024-01-09 13:46:00,112.07,captured,Wire
P100421-1,100421,2024-01-11 01:10:00,52.35,failed,PayPal
P100422-1,100422,2024-01-10 00:05:00,55.62,authorized,PayPal
P100423-1,100423,2024-01-09 16:02:00,107.8,authorized,PayPal
P100424-1,100424,2024-01-08 15:01:00,78.27,failed,Wire
P100425-1,100425,2024-01-10 01:30:00,16.02,failed,Cash
P100427-1,100427,2024-01-10 12:28:00,201.47,authorized,Card
P100428-1,100428,2024-01-09 12:14:00,187.4,authorized,Wire
P100429-1,100429,2024-01-09 10:25:00,48.14,captured,Cash
P100430-1,100430,2024-01-10 17:32:00,42.25,captured,Cash
P100431-1,100431,2024-01-08 16:46:00,9.67,authorized,Card
P100432-1,100432,2024-01-08 13:21:00,122.28,failed,Wire
P100433-1,100433,2024-01-10 23:15:00,20.51,refunded,Cash
P100434-1,100434,2024-01-09 14:35:00,35.54,refunded,Card
P100435-1,100435,2024-01-10 22:35:00,79.66,failed,Cash
P100436-1,100436,2024-01-10 20:03:00,76.93,failed,Cash
P100437-1,100437,2024-01-09 10:17:00,32.61,captured,PayPal
P100438-1,100438,2024-01-09 22:06:00,14.43,captured,Wire
P100439-1,100439,2024-01-09 21:51:00,106.58,authorized,Cash
P100440-1,100440,2024-01-11 13:54:00,263.39,captured,PayPal
P100441-1,100441,2024-01-10 18:13:00,30.69,failed,PayPal
P100442-1,100442,2024-01-10 19:10:00,81.34,refunded,Cash
P100443-1,100443,2024-01-10 22:58:00,46.99,authorized,Wire
P100444-1,100444,2024-01-11 01:23:00,40.86,authorized,Cash
P100445-1,100445,2024-01-09 12:33:00,165.8,refunded,Card
P100446-1,100446,2024-01-10 15:48:00,148.05,authorized,Cash
P100447-1,100447,2024-01-09 23:17:00,76.64,authorized,Wire
P100448-1,100448,2024-01-11 03:07:00,83.21,failed,Card
P100449-1,100449,2024-01-09 15:24:00,79.85,failed,Cash
P100449-2,100449,2024-01-10 21:24:00,44.72,authorized,Card
P100450-1,100450,2024-01-09 04:21:00,23.28,authorized,PayPal
P100451-1,100451,2024-01-09 06:19:00,49.34,failed,Cash
P100452-1,100452,2024-01-08 20:56:00,87.0,refunded,Wire
P100453-1,100453,2024-01-09 21:15:00,110.71,refunded,Wire
P100454-1,100454,2024-01-11 04:02:00,21.35,captured,Cash
P100455-1,100455,2024-01-10 11:11:00,64.59,failed,PayPal
P100456-1,100456,2024-01-09 22:30:00,122.92,captured,Wire
P100457-1,100457,2024-01-09 13:51:00,64.22,failed,Card
P100458-1,100458,2024-01-09 03:16:00,112.27,refunded,Cash
P100459-1,100459,2024-01-08 18:12:00,90.03,authorized,Wire
P100460-1,100460,2024-01-10 11:26:00,109.31,failed,PayPal
P100461-1,100461,2024-01-09 10:04:00,39.09,refunded,Card
P100462-1,100462,2024-01-09 14:06:00,33.65,captured,PayPal
P100463-1,100463,2024-01-10 15:13:00,89.0,refunded,Wire
P100464-1,100464,2024-01-09 13:59:00,73.42,captured,Cash
P100465-1,100465,2024-01-10 16:29:00,122.93,refunded,Card
P100466-1,100466,2024-01-08 18:55:00,53.63,captured,Wire
P100467-1,100467,2024-01-08 22:09:00,32.38,refunded,Cash
P100468-1,100468,2024-01-10 05:46:00,66.02,captured,Cash
P100469-1,100469,2024-01-09 06:03:00,46.66,failed,Cash
P100470-1,100470,2024-01-10 10:23:00,3.06,authorized,Card
P100471-1,100471,2024-01-11 17:35:00,78.77,refunded,Cash
P100472-1,100472,2024-01-09 12:55:00,4.54,refunded,Cash
P100473-1,100473,2024-01-09 17:11:00,62.98,refunded,PayPal
P100474-1,100474,2024-01-10 13:37:00,44.2,captured,PayPal
P100475-1,100475,2024-01-09 06:50:00,24.48,refunded,Wire
P100476-1,100476,2024-01-10 20:18:00,55.72,captured,Cash
P100477-1,100477,2024-01-11 02:43:00,99.13,refunded,Card
P100478-1,100478,2024-01-08 16:14:00,74.1,captured,Wire
P100479-1,100479,2024-01-09 15:38:00,7.42,authorized,Card
P100480-1,100480,2024-01-11 06:41:00,30.23,failed,Wire
P100482-1,100482,2024-01-09 15:38:00,27.32,captured,Wire
P100483-1,100483,2024-01-11 09:46:00,44.32,authorized,Cash
P100484-1,100484,2024-01-10 23:02:00,13.38,captured,Wire
P100485-1,100485,2024-01-11 02:07:00,31.14,failed,Card
P100486-1,100486,2024-01-10 14:20:00,4.68,failed,Card
P100486-2,100486,2024-01-09 18:20:00,40.46,failed,Wire
P100487-1,100487,2024-01-11 12:31:00,108.63,failed,Cash
P100488-1,100488,2024-01-10 03:12:00,11.1,captured,Wire
P100489-1,100489,2024-01-09 22:51:00,70.36,failed,Wire
P100489-2,100489,2024-01-10 13:51:00,19.01,refunded,Cash
P100490-1,100490,2024-01-09 19:24:00,105.52,captured,PayPal
P100491-1,100491,2024-01-12 06:15:00,114.5,refunded,PayPal
P100492-1,100492,2024-01-12 04:02:00,34.31,authorized,Wire
P100493-1,100493,2024-01-11 05:54:00,12.24,captured,PayPal
P100494-1,100494,2024-01-12 05:28:00,84.98,authorized,Wire
P100495-1,100495,2024-01-12 07:13:00,36.63,captured,PayPal
P100496-1,100496,2024-01-10 04:48:00,20.72,captured,Wire
P100497-1,100497,2024-01-11 14:18:00,241.31,authorized,Cash
P100498-1,100498,2024-01-09 14:09:00,17.87,failed,Card
P100499-1,100499,2024-01-09 08:32:00,30.4,failed,Cash
P100500-1,100500,2024-01-10 12:14:00,78.86,authorized,Cash
P100501-1,100501,2024-01-11 01:47:00,30.55,failed,Card
P100502-1,100502,2024-01-10 06:49:00,102.74,failed,Card
P100503-1,100503,2024-01-11 10:00:00,27.42,failed,Wire
P100504-1,100504,2024-01-09 13:33:00,189.25,captured,Card
P100505-1,100505,2024-01-12 02:13:00,57.01,failed,Card
P100506-1,100506,2024-01-09 14:23:00,20.98,authorized,Card
P100507-1,100507,2024-01-09 07:25:00,72.31,authorized,PayPal
P100508-1,100508,2024-01-11 19:10:00,56.82,captured,PayPal
P100509-1,100509,2024-01-10 08:11:00,82.56,captured,Card
P100510-1,100510,2024-01-10 19:29:00,39.81,captured,Card
P100511-1,100511,2024-01-11 13:06:00,214.69,authorized,Cash
P100512-1,100512,2024-01-10 04:40:00,59.21,captured,Card
P100513-1,100513,2024-01-11 05:48:00,59.22,refunded,PayPal
P100514-1,100514,2024-01-09 23:12:00,65.33,captured,Wire
P100515-1,100515,2024-01-12 04:46:00,134.56,captured,Card
P100516-1,100516,2024-01-11 03:23:00,30.04,refunded,Wire
P100517-1,100517,2024-01-11 18:16:00,58.47,failed,Card
P100518-1,100518,2024-01-12 12:01:00,21.36,authorized,PayPal
P100519-1,100519,2024-01-09 19:45:00,70.11,authorized,PayPal
P100520-1,100520,2024-01-06 16:42:00,129.44,captured,Wire
P100521-1,100521,2024-01-12 07:24:00,140.91,failed,Cash
P100522-1,100522,2024-01-10 09:30:00,45.95,authorized,PayPal
P100523-1,100523,2024-01-11 16:13:00,57.36,failed,PayPal
P100525-1,100525,2024-01-10 05:42:00,119.89,captured,PayPal
P100526-1,100526,2024-01-09 13:14:00,24.92,captured,PayPal
P100527-1,100527,2024-01-09 05:26:00,60.84,authorized,PayPal
P100528-1,100528,2024-01-11 08:24:00,6.48,failed,Card
P100529-1,100529,2024-01-11 23:26:00,17.39,refunded,Card
P100530-1,100530,2024-01-12 05:43:00,56.35,failed,Cash
P100531-1,100531,2024-01-12 15:27:00,69.61,authorized,Cash
P100532-1,100532,2024-01-11 07:05:00,92.63,authorized,Card
P100533-1,100533,2024-01-10 06:37:00,68.5,failed,Cash
P100534-1,100534,2024-01-10 15:02:00,105.4,failed,Wire
P100535-1,100535,2024-01-11 05:27:00,23.35,authorized,Cash
P100536-1,100536,2024-01-10 19:22:00,55.7,captured,Card
P100537-1,100537,2024-01-11 04:55:00,115.15,authorized,Card
P100538-1,100538,2024-01-09 22:56:00,76.13,captured,Cash
P100539-1,100539,2024-01-09 13:13:00,7.75,captured,Card
P100540-1,100540,2024-01-09 12:10:00,32.09,authorized,PayPal
P100540-2,100540,2024-01-09 14:10:00,7.06,authorized,Wire
P100541-1,100541,2024-01-09 08:20:00,289.83,refunded,PayPal
P100542-1,100542,2024-01-09 23:36:00,25.4,captured,PayPal
P100543-1,100543,2024-01-11 15:42:00,114.16,authorized,Cash
P100544-1,100544,2024-01-11 04:58:00,61.68,failed,Card
P100545-1,100545,2024-01-10 23:28:00,67.01,failed,Cash
P100546-1,100546,2024-01-10 02:22:00,28.7,failed,Wire
P100547-1,100547,2024-01-12 04:10:00,43.12,captured,PayPal
P100548-1,100548,2024-01-12 04:24:00,56.38,authorized,PayPal
P100549-1,100549,2024-01-12 15:27:00,92.97,refunded,Wire
P100550-1,100550,2024-01-11 21:03:00,45.62,captured,Wire
P100551-1,100551,2024-01-10 07:58:00,26.52,refunded,Cash
P100552-1,100552,2024-01-11 18:02:00,62.62,captured,Wire
P100553-1,100553,2024-01-10 12:43:00,96.16,failed,PayPal
P100554-1,100554,2024-01-12 01:33:00,13.48,authorized,Cash
P100555-1,100555,2024-01-13 12:30:00,64.93,failed,Card
P100556-1,100556,2024-01-12 06:36:00,39.94,authorized,Card
P100557-1,100557,2024-01-12 05:38:00,86.14,refunded,PayPal
P100559-1,100559,2024-01-10 19:20:00,112.61,refunded,Card
P100560-1,100560,2024-01-11 23:17:00,66.28,failed,PayPal
P100561-1,100561,2024-01-11 07:50:00,37.69,failed,Wire
P100562-1,100562,2024-01-12 17:28:00,111.21,authorized,Card
P100563-1,100563,2024-01-11 12:03:00,119.99,authorized,Cash
P100564-1,100564,2024-01-13 04:06:00,41.22,refunded,Cash
P100565-1,100565,2024-01-10 09:54:00,38.52,refunded,Cash
P100566-1,100566,2024-01-11 12:44:00,26.76,captured,Wire
P100567-1,100567,2024-01-10 09:30:00,49.25,captured,PayPal
P100568-1,100568,2024-01-13 12:35:00,139.53,captured,Wire
P100569-1,100569,2024-01-13 04:48:00,4.19,authorized,PayPal
P100570-1,100570,2024-01-10 14:41:00,45.43,authorized,Cash
P100571-1,100571,2024-01-12 13:17:00,95.38,captured,PayPal
P100572-1,100572,2024-01-13 00:15:00,37.87,failed,Wire
P100573-1,100573,2024-01-11 04:43:00,63.45,failed,Cash
P100574-1,100574,2024-01-11 10:20:00,39.53,refunded,PayPal
P100575-1,100575,2024-01-12 09:53:00,207.67,failed,PayPal
P100576-1,100576,2024-01-12 09:43:00,80.65,failed,Cash
P100577-1,100577,2024-01-13 09:38:00,70.27,authorized,Card
P100577-2,100577,2024-01-13 05:38:00,113.68,authorized,PayPal
P100578-1,100578,2024-01-11 02:17:00,15.96,failed,PayPal
P100579-1,100579,2024-01-10 21:07:00,34.21,captured,Card
P100580-1,100580,2024-01-10 23:45:00,45.06,refunded,PayPal
P100581-1,100581,2024-01-13 05:43:00,49.48,failed,Cash
P100582-1,100582,2024-01-12 14:49:00,23.92,refunded,Wire
P100583-1,100583,2024-01-10 15:23:00,55.32,authorized,Wire
P100584-1,100584,2024-01-12 08:28:00,81.86,captured,PayPal
P100585-1,100585,2024-01-12 19:10:00,131.89,captured,Cash
P100586-1,100586,2024-01-10 12:25:00,24.39,captured,PayPal
P100587-1,100587,2024-01-12 04:18:00,23.19,authorized,Card
P100588-1,100588,2024-01-13 07:52:00,20.66,failed,Wire
P100589-1,100589,2024-01-12 04:37:00,49.81,refunded,PayPal
P100590-1,100590,2024-01-11 18:00:00,43.18,refunded,PayPal
P100591-1,100591,2024-01-11 17:59:00,81.42,refunded,Card
P100592-1,100592,2024-01-12 21:41:00,40.8,captured,Wire
P100593-1,100593,2024-01-14 01:49:00,40.06,captured,Cash
P100594-1,100594,2024-01-11 17:53:00,92.82,captured,Card
P100595-1,100595,2024-01-14 12:42:00,49.75,refunded,Cash
P100596-1,100596,2024-01-12 07:18:00,35.9,authorized,Wire
P100597-1,100597,2024-01-11 05:44:00,25.35,authorized,PayPal
P100598-1,100598,2024-01-13 08:09:00,57.75,authorized,Card
P100599-1,100599,2024-01-13 08:57:00,15.51,refunded,PayPal
P100599-2,100599,2024-01-11 18:57:00,49.47,authorized,Card
P100600-1,100600,2024-01-12 08:25:00,70.74,refunded,PayPal
P100601-1,100601,2024-01-11 18:06:00,22.85,authorized,Cash
P100602-1,100602,2024-01-13 04:35:00,96.07,failed,Card
P100603-1,100603,2024-01-14 04:45:00,33.6,captured,Wire
P100604-1,100604,2024-01-11 22:14:00,72.42,refunded,PayPal
P100605-1,100605,2024-01-13 15:26:00,45.67,authorized,PayPal
P100606-1,100606,2024-01-13 00:06:00,2.51,refunded,Wire
P100607-1,100607,2024-01-11 16:41:00,49.35,authorized,Cash
P100608-1,100608,2024-01-12 10:41:00,95.63,authorized,Card
P100609-1,100609,2024-01-12 16:04:00,66.06,refunded,Cash
P100610-1,100610,2024-01-13 21:12:00,23.33,failed,Card
P100611-1,100611,2024-01-14 15:43:00,54.16,authorized,PayPal
P100612-1,100612,2024-01-14 13:45:00,5.6,authorized,Wire
P100613-1,100613,2024-01-13 12:48:00,78.42,refunded,Cash
P100614-1,100614,2024-01-13 23:23:00,12.32,refunded,PayPal
P100615-1,100615,2024-01-14 08:28:00,43.15,failed,Cash
P100616-1,100616,2024-01-12 11:32:00,51.04,captured,Card
P100616-2,100616,2024-01-12 01:32:00,156.27,captured,Wire
P100617-1,100617,2024-01-11 14:00:00,151.0,authorized,Cash
P100618-1,100618,2024-01-13 18:22:00,114.54,captured,Wire
P100619-1,100619,2024-01-12 04:51:00,42.31,authorized,Cash
P100620-1,100620,2024-01-12 01:06:00,21.07,refunded,Wire
P100621-1,100621,2024-01-13 13:49:00,40.82,captured,Wire
P100622-1,100622,2024-01-13 07:12:00,23.71,refunded,Wire
P100623-1,100623,2024-01-14 13:39:00,61.46,captured,Cash
P100624-1,100624,2024-01-12 19:23:00,13.69,captured,PayPal
P100625-1,100625,2024-01-12 03:22:00,67.54,authorized,PayPal
P100626-1,100626,2024-01-13 07:51:00,111.15,captured,PayPal
P100627-1,100627,2024-01-12 23:29:00,97.44,captured,Wire
P100628-1,100628,2024-01-14 11:38:00,49.56,authorized,Card
P100629-1,100629,2024-01-13 17:45:00,67.4,captured,Wire
P100630-1,100630,2024-01-12 22:51:00,122.06,captured,Cash
P100631-1,100631,2024-01-12 13:24:00,22.93,authorized,Cash
P100632-1,100632,2024-01-11 20:24:00,92.08,failed,Wire
P100633-1,100633,2024-01-13 17:00:00,6.87,refunded,Cash
P100634-1,100634,2024-01-13 10:53:00,25.12,refunded,PayPal
P100635-1,100635,2024-01-13 10:35:00,9.91,captured,Cash
P100636-1,100636,2024-01-14 06:47:00,147.86,failed,Cash
P100637-1,100637,2024-01-12 01:12:00,24.68,captured,PayPal
P100638-1,100638,2024-01-11 15:19:00,5.28,captured,Wire
P100639-1,100639,2024-01-14 14:46:00,45.13,captured,PayPal
P100639-2,100639,2024-01-14 07:46:00,52.0,failed,Wire
P100640-1,100640,2024-01-12 19:44:00,150.67,refunded,Cash
P100641-1,100641,2024-01-13 16:42:00,55.18,failed,PayPal
P100642-1,100642,2024-01-15 14:18:00,55.03,authorized,Cash
P100643-1,100643,2024-01-15 10:30:00,20.93,authorized,Wire
P100644-1,100644,2024-01-15 14:51:00,24.28,failed,Cash
P100645-1,100645,2024-01-15 07:00:00,22.22,failed,PayPal
P100646-1,100646,2024-01-13 18:39:00,185.48,captured,PayPal
P100647-1,100647,2024-01-15 16:47:00,57.9,authorized,PayPal
P100648-1,100648,2024-01-12 19:59:00,16.65,refunded,Card
P100649-1,100649,2024-01-14 05:11:00,71.33,failed,Card
P100650-1,100650,2024-01-14 16:39:00,23.15,authorized,Cash
P100651-1,100651,2024-01-14 06:07:00,21.26,refunded,Card
P100652-1,100652,2024-01-14 05:57:00,54.65,authorized,Wire
P100653-1,100653,2024-01-13 08:32:00,39.82,refunded,Cash
P100654-1,100654,2024-01-13 15:07:00,57.81,refunded,Card
P100655-1,100655,2024-01-14 04:19:00,91.27,captured,Card
P100656-1,100656,2024-01-12 19:29:00,14.26,authorized,Cash
P100658-1,100658,2024-01-15 01:05:00,15.56,refunded,PayPal
P100659-1,100659,2024-01-14 11:41:00,114.82,authorized,PayPal
P100660-1,100660,2024-01-13 05:33:00,8.68,captured,Cash
P100661-1,100661,2024-01-13 16:12:00,7.06,authorized,Card
P100662-1,100662,2024-01-13 17:49:00,2.81,refunded,Card
P100663-1,100663,2024-01-15 08:45:00,17.81,captured,Cash
P100664-1,100664,2024-01-15 04:45:00,89.03,authorized,Cash
P100665-1,100665,2024-01-14 12:12:00,34.61,authorized,PayPal
P100666-1,100666,2024-01-14 18:17:00,64.99,authorized,PayPal
P100667-1,100667,2024-01-14 11:34:00,37.23,failed,Card
P100669-1,100669,2024-01-13 01:58:00,103.59,authorized,Wire
P100670-1,100670,2024-01-13 03:44:00,123.63,authorized,Card
P100671-1,100671,2024-01-12 06:01:00,117.76,failed,Card
P100672-1,100672,2024-01-12 22:48:00,61.6,authorized,Cash
P100673-1,100673,2024-01-12 08:24:00,16.2,failed,Wire
P100674-1,100674,2024-01-15 21:00:00,62.28,failed,Card
P100675-1,100675,2024-01-13 11:26:00,54.48,failed,PayPal
P100676-1,100676,2024-01-14 01:40:00,42.37,captured,PayPal
P100677-1,100677,2024-01-13 11:57:00,59.06,failed,PayPal
P100678-1,100678,2024-01-13 17:30:00,104.87,failed,Cash
P100679-1,100679,2024-01-13 21:01:00,24.96,refunded,Cash
P100680-1,100680,2024-01-14 20:38:00,31.19,captured,PayPal
P100681-1,100681,2024-01-14 07:02:00,71.05,captured,PayPal
P100682-1,100682,2024-01-14 09:49:00,23.7,authorized,Cash
P100683-1,100683,2024-01-12 21:01:00,40.74,captured,Cash
P100684-1,100684,2024-01-12 11:53:00,15.41,authorized,PayPal
P100685-1,100685,2024-01-14 23:37:00,29.1,captured,Card
P100686-1,100686,2024-01-14 03:55:00,5.22,captured,PayPal
P100687-1,100687,2024-01-15 15:44:00,37.15,captured,Wire
P100688-1,100688,2024-01-14 10:53:00,57.9,refunded,Card
P100689-1,100689,2024-01-13 13:14:00,37.91,captured,Card
P100690-1,100690,2024-01-15 13:09:00,14.11,authorized,Cash
P100691-1,100691,2024-01-15 13:43:00,63.81,refunded,Wire
P100692-1,100692,2024-01-15 21:43:00,7.71,captured,Card
P100693-1,100693,2024-01-14 10:42:00,37.54,captured,Card
P100694-1,100694,2024-01-14 14:15:00,26.05,captured,Wire
P100695-1,100695,2024-01-14 12:22:00,46.33,authorized,Wire
P100696-1,100696,2024-01-15 07:06:00,35.66,captured,Cash
P100697-1,100697,2024-01-15 19:10:00,43.6,failed,Wire
P100698-1,100698,2024-01-16 05:39:00,33.68,authorized,Wire
P100699-1,100699,2024-01-14 13:11:00,96.84,captured,PayPal
P100700-1,100700,2024-01-13 06:58:00,7.61,authorized,Card
P100701-1,100701,2024-01-14 02:06:00,51.56,failed,Cash
P100702-1,100702,2024-01-15 17:37:00,30.09,refunded,Cash
P100703-1,100703,2024-01-13 19:06:00,31.35,failed,Card
P100704-1,100704,2024-01-15 07:14:00,69.76,authorized,Wire
P100705-1,100705,2024-01-15 13:35:00,82.33,captured,Wire
P100706-1,100706,2024-01-14 23:30:00,24.21,failed,PayPal
P100707-1,100707,2024-01-14 09:49:00,6.81,captured,Cash
P100708-1,100708,2024-01-15 01:40:00,37.63,captured,Card
P100709-1,100709,2024-01-15 04:03:00,50.62,refunded,Wire
P100710-1,100710,2024-01-14 17:28:00,58.52,authorized,PayPal
P100711-1,100711,2024-01-15 05:05:00,37.22,captured,Cash
P100712-1,100712,2024-01-14 13:16:00,49.38,refunded,PayPal
P100713-1,100713,2024-01-14 02:09:00,43.2,refunded,Card
P100714-1,100714,2024-01-15 16:25:00,34.88,failed,Card
P100714-2,100714,2024-01-15 22:25:00,47.84,authorized,PayPal
P100715-1,100715,2024-01-13 19:03:00,47.02,authorized,Card
P100718-1,100718,2024-01-15 12:01:00,108.81,authorized,PayPal
P100720-1,100720,2024-01-15 00:41:00,76.22,refunded,Cash
P100721-1,100721,2024-01-13 14:33:00,96.37,failed,PayPal
P100722-1,100722,2024-01-14 13:05:00,42.13,failed,Cash
P100723-1,100723,2024-01-14 13:16:00,33.89,failed,Wire
P100724-1,100724,2024-01-13 17:27:00,3.62,failed,Wire
P100725-1,100725,2024-01-14 12:44:00,113.84,refunded,Cash
P100726-1,100726,2024-01-13 17:24:00,114.22,captured,Card
P100727-1,100727,2024-01-13 22:30:00,64.81,captured,Wire
P100728-1,100728,2024-01-16 15:51:00,49.41,failed,Cash
P100730-1,100730,2024-01-14 05:44:00,8.09,failed,Wire
P100731-1,100731,2024-01-14 21:30:00,13.39,captured,PayPal
P100732-1,100732,2024-01-16 19:38:00,85.89,refunded,Card
P100732-2,100732,2024-01-14 16:38:00,45.65,failed,Wire
P100733-1,100733,2024-01-15 12:04:00,22.47,authorized,Wire
P100734-1,100734,2024-01-14 20:36:00,95.76,refunded,PayPal
P100735-1,100735,2024-01-13 01:19:00,25.01,captured,PayPal
P100736-1,100736,2024-01-15 18:52:00,95.09,refunded,Wire
P100737-1,100737,2024-01-14 10:11:00,163.05,authorized,PayPal
P100738-1,100738,2024-01-13 10:06:00,68.03,failed,Cash
P100739-1,100739,2024-01-16 01:50:00,150.26,refunded,Cash
P100740-1,100740,2024-01-14 18:11:00,42.87,failed,Wire
P100740-2,100740,2024-01-16 15:11:00,4.02,refunded,Wire
P100741-1,100741,2024-01-14 19:30:00,85.12,authorized,Card
P100742-1,100742,2024-01-16 03:29:00,148.89,authorized,Wire
P100743-1,100743,2024-01-15 13:04:00,98.96,failed,Cash
P100744-1,100744,2024-01-15 04:55:00,16.16,captured,Card
P100745-1,100745,2024-01-15 20:18:00,7.67,authorized,PayPal
P100746-1,100746,2024-01-16 04:26:00,182.54,captured,PayPal
P100747-1,100747,2024-01-14 16:18:00,54.75,refunded,Wire
P100748-1,100748,2024-01-15 22:32:00,47.94,refunded,Wire
P100749-1,100749,2024-01-14 13:20:00,25.91,captured,Card
P100750-1,100750,2024-01-15 13:18:00,25.34,authorized,PayPal
P100751-1,100751,2024-01-16 05:02:00,13.2,authorized,Cash
P100752-1,100752,2024-01-16 01:17:00,24.38,authorized,Wire
P100753-1,100753,2024-01-16 09:03:00,97.84,refunded,Cash
P100754-1,100754,2024-01-15 05:25:00,40.02,captured,PayPal
P100755-1,100755,2024-01-17 08:52:00,109.07,authorized,Cash
P100756-1,100756,2024-01-14 21:38:00,38.04,refunded,PayPal
P100757-1,100757,2024-01-15 15:30:00,86.47,captured,PayPal
P100758-1,100758,2024-01-15 10:15:00,53.18,refunded,Cash
P100759-1,100759,2024-01-15 10:45:00,12.15,captured,Cash
P100760-1,100760,2024-01-15 00:50:00,8.51,refunded,Card
P100761-1,100761,2024-01-15 20:01:00,83.67,captured,Cash
P100762-1,100762,2024-01-16 06:54:00,37.58,failed,PayPal
P100763-1,100763,2024-01-14 14:01:00,73.7,captured,PayPal
P100764-1,100764,2024-01-14 19:13:00,103.16,refunded,Wire
P100765-1,100765,2024-01-15 03:46:00,32.19,failed,Cash
P100766-1,100766,2024-01-16 13:28:00,27.46,failed,PayPal
P100767-1,100767,2024-01-15 17:16:00,104.98,authorized,Card
P100768-1,100768,2024-01-16 13:09:00,108.14,authorized,Card
P100769-1,100769,2024-01-17 00:14:00,61.21,captured,Card
P100770-1,100770,2024-01-17 11:38:00,38.18,authorized,PayPal
